setting,project,direction,model,service,file_path,yaml_parsed,external_ok,yaml_score,external_score,external_tool,external_pass_count,external_total_count,actionlint_ok,travis_lint_ok,score,messages
Few-Shot,otto-de_synapse,travis_to_gha,mistral_7b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/otto-de_synapse/03_CIgrate_Travis_to_GHA/mistral_7b/actions.yml,True,False,1.0,0.0,actionlint,0,1,False,,0.5,"[actionlint rc=1] actions.yml:7:5: expected scalar node for string value but found mapping node with ""!!map"" tag [syntax-check] /   | / 7 |     AWS_ACCESS_KEY_ID: localstack /   |     ^~~~~~~~~~~~~~~~~~ / actions.yml:15:7: ""services"" section is scalar node but mapping node is expected [syntax-check] /    | / 15 |       docker /    |       ^~~~~~ / actions.yml:48:9: step must run script with ""run"" section or run action with ""uses"" section [syntax-check] /    | / 48 |       - name: Upload coverage to Code /    |         ^~~~~"
Few-Shot,otto-de_synapse,gha_to_travis,gemma3_12b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/otto-de_synapse/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: mapping values are not allowed here /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/otto-de_synapse/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml"", line 28, column 79 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/otto-de_synapse/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml is not valid YAML: (<unknown>): mapping values are not allowed in this context at line 28 column 79"
Few-Shot,otto-de_synapse,gha_to_travis,llama3_1_8b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/otto-de_synapse/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: mapping values are not allowed here /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/otto-de_synapse/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml"", line 29, column 78 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/otto-de_synapse/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml is not valid YAML: (<unknown>): mapping values are not allowed in this context at line 29 column 78"
Few-Shot,otto-de_synapse,gha_to_travis,gpt-4o,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/otto-de_synapse/04_CIgrate_GHA_to_Travis/gpt-4o/travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: mapping values are not allowed here /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/otto-de_synapse/04_CIgrate_GHA_to_Travis/gpt-4o/travis.yml"", line 21, column 79 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/otto-de_synapse/04_CIgrate_GHA_to_Travis/gpt-4o/travis.yml is not valid YAML: (<unknown>): mapping values are not allowed in this context at line 21 column 79"
Few-Shot,otto-de_synapse,gha_to_travis,mistral_7b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/otto-de_synapse/04_CIgrate_GHA_to_Travis/mistral_7b/travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: mapping values are not allowed here /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/otto-de_synapse/04_CIgrate_GHA_to_Travis/mistral_7b/travis.yml"", line 45, column 11 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/otto-de_synapse/04_CIgrate_GHA_to_Travis/mistral_7b/travis.yml is not valid YAML: (<unknown>): mapping values are not allowed in this context at line 45 column 11"
CIMig,parse-community_Parse-SDK-Android,travis_to_gha,CIMig,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/parse-community_Parse-SDK-Android/03_CIMig_Travis_to_GHA/parse-community_Parse-SDK-Android_original.yml,False,False,0.0,0.0,actionlint,0,1,False,,0.0,"YAML parse error: mapping values are not allowed here /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/parse-community_Parse-SDK-Android/03_CIMig_Travis_to_GHA/parse-community_Parse-SDK-Android_original.yml"", line 5, column 7 | [actionlint rc=1] parse-community_Parse-SDK-Android_original.yml:5:0: could not parse as YAML: yaml: line 5: mapping values are not allowed in this context [syntax-check] /   | / 5 |   push: /   |"
CIMig,parse-community_Parse-SDK-Android,gha_to_travis,CIMig,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/parse-community_Parse-SDK-Android/04_CIMig_GHA_to_Travis/parse-community_Parse-SDK-Android_travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: mapping values are not allowed here /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/parse-community_Parse-SDK-Android/04_CIMig_GHA_to_Travis/parse-community_Parse-SDK-Android_travis.yml"", line 6, column 9 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/parse-community_Parse-SDK-Android/04_CIMig_GHA_to_Travis/parse-community_Parse-SDK-Android_travis.yml is not valid YAML: (<unknown>): mapping values are not allowed in this context at line 6 column 9"
Zero-Shot,parse-community_Parse-SDK-Android,travis_to_gha,gemma3_12b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/parse-community_Parse-SDK-Android/03_CIgrate_Travis_to_GHA/gemma3_12b/actions.yml,True,False,1.0,0.0,actionlint,0,1,False,,0.5,"[actionlint rc=1] actions.yml:7:9: character '/' is invalid for branch and tag names. ref name must not start with /. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /   | / 7 |       - /^\d+\.\d+\.\d+$/ # regex /   |         ^~~~~~~~~~~~~~~~~ / actions.yml:7:10: character '^' is invalid for branch and tag names. ref name cannot contain spaces, ~, ^, :, [, ?, *. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /   | / 7 |       - /^\d+\.\d+\.\d+$/ # regex /   |          ^~~~~~~~~~~~~~~~ / actions.yml:7:11: character '\' is invalid for branch and tag names. only special characters [, ?, +, *, \, ! can be escaped with \. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /   | / 7 |       - /^\d+\.\d+\.\d+$/ # regex /   |           ^~~~~~~~~~~~~~~ / actions.yml:7:14: character '\' is invalid for branch and tag names. only special characters [, ?, +, *, \, ! can be escaped with \. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /   | / 7 |       - /^\d+\.\d+\.\d+$/ # regex /   |              ^~~~~~~~~~~~ / actions.yml:7:16: character '\' is invalid for branch and tag names. only special characters [, ?, +, *, \, ! can be escaped with \. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /   | / 7 |       - /^\d+\.\d+\.\d+$/ # regex /   |                ^~~~~~~~~~ / actions.yml:7:19: character '\' is invalid for branch and tag names. only special characters [, ?, +, *, \, ! can be escaped with \. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /   | / 7 |       - /^\d+\.\d+\.\d+$/ # regex /   |                   ^~~~~~~ / actions.yml:7:21: character '\' is invalid for branch and tag names. only special characters [, ?, +, *, \, ! can be escaped with \. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /   | / 7 |       - /^\d+\.\d+\.\d+$/ # regex /   |                     ^~~~~ / actions.yml:7:25: character '/' is invalid for branch and tag names. ref name must not end with / and .. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /   | / 7 |       - /^\d+\.\d+\.\d+$/ # regex /   |                         ^ / actions.yml:11:9: character '/' is invalid for branch and tag names. ref name must not start with /. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /    | / 11 |       - /^\d+\.\d+\.\d+$/ # regex /    |         ^~~~~~~~~~~~~~~~~ / actions.yml:11:10: character '^' is invalid for branch and tag names. ref name cannot contain spaces, ~, ^, :, [, ?, *. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /    | / 11 |       - /^\d+\.\d+\.\d+$/ # regex /    |          ^~~~~~~~~~~~~~~~ / actions.yml:11:11: character '\' is invalid for branch and tag names. only special characters [, ?, +, *, \, ! can be escaped with \. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet ["
Zero-Shot,parse-community_Parse-SDK-Android,travis_to_gha,llama3_1_8b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/parse-community_Parse-SDK-Android/03_CIgrate_Travis_to_GHA/llama3_1_8b/actions.yml,True,False,1.0,0.0,actionlint,0,1,False,,0.5,"[actionlint rc=1] actions.yml:7:10: character '^' is invalid for branch and tag names. ref name cannot contain spaces, ~, ^, :, [, ?, *. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /   | / 7 |       - '^\d+\.\d+\.\d+$' /   |          ^~~~~~~~~~~~~~~~ / actions.yml:7:11: character '\' is invalid for branch and tag names. only special characters [, ?, +, *, \, ! can be escaped with \. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /   | / 7 |       - '^\d+\.\d+\.\d+$' /   |           ^~~~~~~~~~~~~~~ / actions.yml:7:14: character '\' is invalid for branch and tag names. only special characters [, ?, +, *, \, ! can be escaped with \. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /   | / 7 |       - '^\d+\.\d+\.\d+$' /   |              ^~~~~~~~~~~~ / actions.yml:7:16: character '\' is invalid for branch and tag names. only special characters [, ?, +, *, \, ! can be escaped with \. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /   | / 7 |       - '^\d+\.\d+\.\d+$' /   |                ^~~~~~~~~~ / actions.yml:7:19: character '\' is invalid for branch and tag names. only special characters [, ?, +, *, \, ! can be escaped with \. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /   | / 7 |       - '^\d+\.\d+\.\d+$' /   |                   ^~~~~~~ / actions.yml:7:21: character '\' is invalid for branch and tag names. only special characters [, ?, +, *, \, ! can be escaped with \. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /   | / 7 |       - '^\d+\.\d+\.\d+$' /   |                     ^~~~~ / actions.yml:11:10: character '^' is invalid for branch and tag names. ref name cannot contain spaces, ~, ^, :, [, ?, *. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /    | / 11 |       - '^\d+\.\d+\.\d+$' /    |          ^~~~~~~~~~~~~~~~ / actions.yml:11:11: character '\' is invalid for branch and tag names. only special characters [, ?, +, *, \, ! can be escaped with \. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /    | / 11 |       - '^\d+\.\d+\.\d+$' /    |           ^~~~~~~~~~~~~~~ / actions.yml:11:14: character '\' is invalid for branch and tag names. only special characters [, ?, +, *, \, ! can be escaped with \. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /    | / 11 |       - '^\d+\.\d+\.\d+$' /    |              ^~~~~~~~~~~~ / actions.yml:11:16: character '\' is invalid for branch and tag names. only special characters [, ?, +, *, \, ! can be escaped with \. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /    | / 11 |       - '^\d+\.\d+\.\d+$' /    |                ^~~~~~~~~~ / actions.yml:11:19: character '\' is invalid for branch and tag names. only special characters [, ?, +, *, \, ! can be escaped with \. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter"
Zero-Shot,parse-community_Parse-SDK-Android,travis_to_gha,gpt-4o,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/parse-community_Parse-SDK-Android/03_CIgrate_Travis_to_GHA/gpt-4o/actions.yml,True,True,1.0,1.0,actionlint,1,1,True,,1.0,"[actionlint rc=1] actions.yml:7:9: character '/' is invalid for branch and tag names. ref name must not start with /. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /   | / 7 |       - /^\d+\.\d+\.\d+$/ /   |         ^~~~~~~~~~~~~~~~~ / actions.yml:7:10: character '^' is invalid for branch and tag names. ref name cannot contain spaces, ~, ^, :, [, ?, *. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /   | / 7 |       - /^\d+\.\d+\.\d+$/ /   |          ^~~~~~~~~~~~~~~~ / actions.yml:7:11: character '\' is invalid for branch and tag names. only special characters [, ?, +, *, \, ! can be escaped with \. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /   | / 7 |       - /^\d+\.\d+\.\d+$/ /   |           ^~~~~~~~~~~~~~~ / actions.yml:7:14: character '\' is invalid for branch and tag names. only special characters [, ?, +, *, \, ! can be escaped with \. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /   | / 7 |       - /^\d+\.\d+\.\d+$/ /   |              ^~~~~~~~~~~~ / actions.yml:7:16: character '\' is invalid for branch and tag names. only special characters [, ?, +, *, \, ! can be escaped with \. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /   | / 7 |       - /^\d+\.\d+\.\d+$/ /   |                ^~~~~~~~~~ / actions.yml:7:19: character '\' is invalid for branch and tag names. only special characters [, ?, +, *, \, ! can be escaped with \. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /   | / 7 |       - /^\d+\.\d+\.\d+$/ /   |                   ^~~~~~~ / actions.yml:7:21: character '\' is invalid for branch and tag names. only special characters [, ?, +, *, \, ! can be escaped with \. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /   | / 7 |       - /^\d+\.\d+\.\d+$/ /   |                     ^~~~~ / actions.yml:7:25: character '/' is invalid for branch and tag names. ref name must not end with / and .. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /   | / 7 |       - /^\d+\.\d+\.\d+$/ /   |                         ^ / actions.yml:11:9: character '/' is invalid for branch and tag names. ref name must not start with /. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /    | / 11 |       - /^\d+\.\d+\.\d+$/ /    |         ^~~~~~~~~~~~~~~~~ / actions.yml:11:10: character '^' is invalid for branch and tag names. ref name cannot contain spaces, ~, ^, :, [, ?, *. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /    | / 11 |       - /^\d+\.\d+\.\d+$/ /    |          ^~~~~~~~~~~~~~~~ / actions.yml:11:11: character '\' is invalid for branch and tag names. only special characters [, ?, +, *, \, ! can be escaped with \. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /    | / 11 |       - /^\d+\.\d+\.\d+$/ /    |           ^~~~~~~~~~~~~~~ /"
